Investor ID,Organization/Person Name,Organization/Person Name URL,Longitude,Latitude,Location,Country,Accelerator,Angel Group,Micro VC,Corporate Venture Capital,Specific VC Binary,Local Investor,Hub Investor,Lead Investor,Target VC,Seed Investments Count,Seed Lead Investments Count,Unique Companies Count,Unique Industries Count,Local Investments Count,Avg Investment Distance (km),Hub Investments Count,Unique Countries Count,Fundraising Success Count,Successful Investments Count,CB Rank (Investor)
000208,4growth VC,https://www.crunchbase.com/organization/4growth-vc,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,True,False,7.0,4.0,7.0,15.0,4.0,115.1766871992087,4,1.0,0,0,17894.0
000209,Atmos Ventures,https://www.crunchbase.com/organization/atmos-ventures,-122.1598465,37.4443293,"Palo Alto, California, United States",United States,False,False,False,False,True,False,True,False,False,6.0,3.0,6.0,9.0,0.0,8866.430123527532,6,3.0,1,1,23564.0
000210,VIGO Ventures,https://www.crunchbase.com/organization/vigo-we-innovation,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,False,False,False,True,False,False,False,False,9.0,4.0,7.0,11.0,3.0,780.834087845124,6,5.0,0,0,31039.0
000211,AgriTech Hub,https://www.crunchbase.com/organization/agritech-hub,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,True,False,False,True,False,7.0,7.0,7.0,16.0,3.0,111.55804733784262,3,1.0,0,0,37058.0
000212,INNOventure,https://www.crunchbase.com/organization/innoventure-35fb,19.9368564,50.0619474,"Kraków, Malopolskie, Poland",Poland,False,False,False,False,False,False,False,False,False,9.0,3.0,9.0,22.0,4.0,292.9818883265171,3,2.0,1,1,51999.0
000214,Aper Ventures,https://www.crunchbase.com/organization/aper-ventures,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,True,False,False,False,False,False,True,False,6.0,6.0,6.0,15.0,1.0,422.02787088734243,2,2.0,0,0,12181.0
000215,Daftcode,https://www.crunchbase.com/organization/daftcode,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,6.0,3.0,6.0,22.0,6.0,0.0,6,1.0,3,3,33455.0
000216,Nunatak Capital,https://www.crunchbase.com/organization/nunatak-capital,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,7.0,2.0,7.0,12.0,4.0,115.1766871992087,4,1.0,1,1,38255.0
000217,ARIA Fund,https://www.crunchbase.com/organization/aria-fund,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,True,False,2.0,2.0,2.0,6.0,2.0,0.0,2,1.0,1,1,41898.0
000218,Czysta3.vc,https://www.crunchbase.com/organization/czysta3-vc,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,8.0,5.0,7.0,19.0,4.0,250.8302688102982,0,2.0,0,0,43879.0
000219,National Capital Fund,https://www.crunchbase.com/organization/national-capital-fund,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,2.0,0.0,2.0,6.0,2.0,0.0,2,1.0,0,0,63993.0
000220,ERNE VENTURES,https://www.crunchbase.com/organization/erne-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,False,False,False,2.0,0.0,2.0,5.0,1.0,76.71775357228138,1,1.0,0,0,91375.0
000221,Augere Business Angels Network,https://www.crunchbase.com/organization/augere-business-angels-network,20.8574769,50.4861001,"Podgorze, Swietokrzyskie, Poland",Poland,False,False,False,False,False,False,False,True,False,9.0,6.0,9.0,17.0,5.0,214.84380457218023,2,2.0,0,0,95840.0
000222,Montis Capital Group,https://www.crunchbase.com/organization/montis-capital-group,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,True,True,False,True,False,3.0,2.0,3.0,13.0,3.0,33.20097445780272,2,1.0,1,1,13010.0
000223,NCBR Investment Fund ASI S.A.,https://www.crunchbase.com/organization/ncbr-investment-fund-asi-s-a,-86.950845,39.4442104,"Poland, Indiana, United States",United States,False,False,False,False,False,False,False,False,False,4.0,0.0,4.0,14.0,0.0,7663.101498998781,2,1.0,0,0,21293.0
000224,Smartlink Partners,https://www.crunchbase.com/organization/smartlink-partners,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,True,True,False,5.0,4.0,5.0,6.0,3.0,163.65671728729805,4,2.0,0,0,23206.0
000225,Larnabel Ventures,https://www.crunchbase.com/organization/larnabel-vc,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,2.0,0.0,1416.3568042175455,0,1.0,0,0,44115.0
000226,Amber Sea Business Angels Club,https://www.crunchbase.com/organization/asbac,23.9726434,56.9222396,"Riga, Riga, Latvia",Latvia,False,True,False,False,False,False,False,False,False,2.0,1.0,2.0,7.0,1.0,277.6649546151653,1,2.0,1,1,52272.0
000227,VCLink,https://www.crunchbase.com/organization/vclink,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,True,False,False,False,False,6.0,2.0,6.0,16.0,1.0,180.7314792691205,1,1.0,0,0,61019.0
000228,Pomerangels ASI S.A.,https://www.crunchbase.com/organization/pomerangels-asi-s-a,14.5509623,53.4301818,"Szczecin, Zachodniopomorskie, Poland",Poland,False,False,False,False,False,False,False,True,False,7.0,4.0,5.0,10.0,0.0,477.87113995998635,4,3.0,0,0,83388.0
000229,Arkley Brinc VC,https://www.crunchbase.com/organization/arkley-brinc-vc,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,True,False,False,False,False,False,False,True,False,6.0,5.0,5.0,12.0,2.0,122.56578903537523,2,1.0,0,0,12150.0
000231,Dhyan VC,https://www.crunchbase.com/organization/dhyan-vc,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,True,False,False,False,False,7.0,0.0,7.0,12.0,3.0,661.2387169383203,4,5.0,0,0,30685.0
000232,PKO VC,https://www.crunchbase.com/organization/pko-vc,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,8.0,1.0,0.0,1,1.0,0,0,36152.0
000234,BEYOND,https://www.crunchbase.com/organization/beyond-95d1,-3.6899043,40.4237276,"Madrid, Madrid, Spain",Spain,True,False,False,False,False,False,False,True,False,3.0,3.0,3.0,10.0,1.0,1570.5861293318533,1,2.0,0,0,62684.0
000235,AVentures DAO,https://www.crunchbase.com/organization/aventures-dao,-2.1427397,39.9220369,"Tórtola, Castilla-La Mancha, Spain",Spain,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,1.0,0.0,1191.9392562801504,1,1.0,0,0,67017.0
000236,Ataraxy Ventures Limited,https://www.crunchbase.com/organization/ataraxy-ventures-limited,33.3638783,35.1746503,"Nicosia, Nicosia, Cyprus",Cyprus,False,False,False,False,True,False,False,False,False,6.0,1.0,6.0,18.0,0.0,2275.548440440241,3,2.0,3,3,72342.0
000237,Noorfund,https://www.crunchbase.com/organization/noorfund,120.8548686,14.4167099,"Rosario, Cavite, Philippines",Philippines,False,False,False,False,False,False,True,False,False,4.0,2.0,4.0,13.0,0.0,10072.928569305848,4,2.0,0,0,124600.0
000238,FIDIASZ,https://www.crunchbase.com/organization/fidiasz,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,7.0,6.0,5.0,14.0,2.0,239.88064486100333,4,1.0,0,0,158343.0
000239,Pracuj Ventures,https://www.crunchbase.com/organization/pracuj-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,True,True,False,False,True,False,6.0,5.0,4.0,9.0,2.0,791.1556792338423,2,2.0,0,0,18548.0
000240,Nova Capital Management,https://www.crunchbase.com/organization/nova-capital-mangement,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,5.0,0.0,1416.3568042175455,0,1.0,0,0,30324.0
000241,Qemetica Ventures (Formerly Ciech Ventures),https://www.crunchbase.com/organization/ciech-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,True,False,False,False,False,False,4.0,0.0,4.0,6.0,1.0,899.3497443271519,2,3.0,1,1,43633.0
000242,Bitspiration Booster,https://www.crunchbase.com/organization/bitspiration-news,19.9368564,50.0619474,"Kraków, Malopolskie, Poland",Poland,False,False,False,False,True,False,False,True,False,4.0,3.0,4.0,11.0,2.0,121.03944174360366,1,1.0,0,0,49992.0
000243,Gdansk Entrepreneurship Foundation,https://www.crunchbase.com/organization/gdansk-entrepreneurship-foundation,18.6129831,54.3706858,"Gdansk, Pomorskie, Poland",Poland,False,False,True,False,False,False,False,True,False,4.0,4.0,4.0,13.0,2.0,147.256336009844,2,1.0,0,0,53322.0
000244,Luma Ventures,https://www.crunchbase.com/organization/luma-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,True,False,False,True,False,3.0,3.0,3.0,7.0,1.0,198.8706927150403,1,1.0,0,0,57142.0
000246,Trinity Capital,https://www.crunchbase.com/organization/trinity-capital,-118.242766,34.0536909,"Los Angeles, California, United States",United States,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,5.0,0.0,9585.06213421106,0,1.0,0,0,40680.0
000247,Y Experiment,https://www.crunchbase.com/organization/y-experiment,16.9335199,52.4082663,"Poznan, Wielkopolskie, Poland",Poland,False,False,False,False,False,False,False,True,False,5.0,5.0,5.0,15.0,3.0,821.8833798759788,2,2.0,0,0,48388.0
000248,EKIPA Investments,https://www.crunchbase.com/organization/ekipa-investments,19.9368564,50.0619474,"Krakow, Malopolskie, Poland",Poland,False,False,False,False,False,False,False,True,False,5.0,3.0,4.0,12.0,0.0,242.48217745923594,2,1.0,0,0,52664.0
000249,Invento VC,https://www.crunchbase.com/organization/invento-vc,19.0215852,50.2598987,"Katowice, Slaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,5.0,5.0,5.0,10.0,1.0,423.5507813329612,2,3.0,0,0,53519.0
000250,mAccelerator.vc,https://www.crunchbase.com/organization/maccelerator-f8aa,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,True,False,5.0,5.0,5.0,20.0,3.0,102.34562935386819,3,1.0,1,1,67741.0
000251,INEO Capital,https://www.crunchbase.com/organization/ineo-capital,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,False,False,False,3.0,0.0,3.0,12.0,0.0,6510.995851633325,1,3.0,0,0,79291.0
000252,XLHEALTH,https://www.crunchbase.com/organization/xlhealth-de,13.3989367,52.510885,"Berlin, Berlin, Germany",Germany,False,False,False,False,True,False,False,True,False,3.0,2.0,3.0,7.0,2.0,176.56201806470312,2,2.0,0,0,85979.0
000253,Corvus Ventures,https://www.crunchbase.com/organization/corvus-ventures,78.0268285,15.8141912,"Hyderabad, Andhra Pradesh, India",India,False,False,False,False,False,False,False,False,False,9.0,0.0,8.0,19.0,0.0,6710.035412704035,6,3.0,2,2,88881.0
000254,Kolas Ventures,https://www.crunchbase.com/organization/kolos-ventures,25.2829111,54.6870458,"Vilnius, Vilniaus Apskritis, Lithuania",Lithuania,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,6.0,0.0,393.1527714736102,1,1.0,0,0,149172.0
000256,IZDAT,https://www.crunchbase.com/organization/izdat,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,True,True,True,False,True,False,3.0,2.0,1.0,0.0,3.0,0.0,0,0.0,0,0,41218.0
000257,Freya Capital,https://www.crunchbase.com/organization/freya-capital,-86.950845,39.4442104,"Poland, Indiana, United States",United States,False,False,False,False,False,False,False,False,False,3.0,1.0,3.0,9.0,0.0,7671.582362292361,1,1.0,0,0,43849.0
000258,Medi Ventures,https://www.crunchbase.com/organization/medi-ventures,20.6310488,50.8719903,"Kielce, Swietokrzyskie, Poland",Poland,False,False,False,False,True,False,True,True,False,1.0,1.0,1.0,7.0,0.0,153.43550714456276,1,1.0,0,0,48930.0
000259,ERC,https://www.crunchbase.com/organization/erc-1dab,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,True,False,False,False,4.0,2.0,3.0,17.0,4.0,0.0,0,1.0,0,0,49709.0
000260,Altamira,https://www.crunchbase.com/organization/altamira-12e7,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,2.0,0.0,1.0,8.0,0.0,277.50303392133145,0,1.0,0,0,63775.0
000261,Angels 4 Impact,https://www.crunchbase.com/organization/angels-4-impact,9.1896346,45.4641943,"Milan, Lombardia, Italy",Italy,False,True,False,False,False,False,False,False,False,3.0,0.0,3.0,13.0,0.0,480.95502775958585,0,2.0,0,0,66146.0
000262,Arkley - The Accelerator VC,https://www.crunchbase.com/organization/arkley-seed-fund,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,True,False,True,False,False,True,False,1.0,1.0,1.0,6.0,0.0,239.95858770466836,0,1.0,0,0,70412.0
000263,Trigon TFI,https://www.crunchbase.com/organization/trigon-tfi-sa,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,True,False,2.0,2.0,2.0,13.0,0.0,202.00149891168712,0,1.0,0,0,75720.0
000264,PGE Ventures,https://www.crunchbase.com/organization/pge-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,True,False,False,False,False,False,2.0,1.0,2.0,6.0,1.0,138.75151696066573,1,1.0,0,0,92276.0
000265,Xplorer Fund,https://www.crunchbase.com/organization/xplorer-fund,21.0067249,52.2319581,"Warszawa, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,4.0,1.0,4.0,8.0,2.0,132.51674042372315,2,1.0,0,0,104652.0
000267,Scanderia Venture,https://www.crunchbase.com/organization/scanderia-venture,23.1591679,53.132398,"Bialystok, Podlaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,3.0,2.0,3.0,12.0,0.0,387.5080237363797,0,1.0,0,0,77103.0
000268,Spinaker alfa,https://www.crunchbase.com/organization/spinaker-alpha,19.4569911,51.7687323,"Lodz, Lodzkie, Poland",Poland,False,False,False,False,True,False,False,True,False,1.0,1.0,1.0,5.0,0.0,222.9972402371091,0,1.0,0,0,86550.0
000269,Prometeia Capital,https://www.crunchbase.com/organization/prometeia-capital,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,True,False,False,False,2.0,1.0,2.0,14.0,2.0,0.0,0,1.0,0,0,53255.0
000270,Melnichek Investments,https://www.crunchbase.com/organization/melnichek-investments,33.0332657,34.6852901,"Limassol, Limassol, Cyprus",Cyprus,False,False,False,False,True,False,True,False,False,1.0,0.0,1.0,6.0,0.0,2172.5676018208683,1,1.0,0,0,60223.0
000271,Tangent Line Ventures,https://www.crunchbase.com/organization/tangent-line-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,True,True,False,False,False,2.0,0.0,2.0,7.0,1.0,76.63831953426526,1,1.0,0,0,63429.0
000272,PGNiG Ventures,https://www.crunchbase.com/organization/pgnig-ventures,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,True,False,False,False,False,False,2.0,1.0,2.0,11.0,0.0,281.78748618712575,0,1.0,0,0,71046.0
000273,Polish Institute for Research and Development,https://www.crunchbase.com/organization/polish-institute-of-research-and-development,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,4.0,1.0,0.0,1,1.0,0,0,71252.0
000274,Netrix Ventures,https://www.crunchbase.com/organization/netrix-ventures,22.5701022,51.250559,"Lublin, Lubelskie, Poland",Poland,False,False,False,False,False,False,False,False,False,2.0,1.0,2.0,7.0,1.0,136.6709061938787,0,1.0,0,0,78352.0
000275,Augere Health Food Fund,https://www.crunchbase.com/organization/augere-health-food-fund,19.9368564,50.0619474,"Kraków, Malopolskie, Poland",Poland,False,False,False,False,False,False,False,True,False,2.0,2.0,2.0,3.0,1.0,117.88050529150955,0,1.0,0,0,104693.0
000276,Infini VC,https://www.crunchbase.com/organization/infini-vc,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,5.0,1.0,0.0,1,1.0,0,0,115653.0
000277,IQ Partners,https://www.crunchbase.com/organization/iq-partners,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,2.0,0.0,2.0,3.0,1.0,226.75910578467457,1,1.0,0,0,124985.0
000278,Augere Open Innovation,https://www.crunchbase.com/organization/augere-open-innovation,19.9368564,50.0619474,"Krakow, Malopolskie, Poland",Poland,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,1.0,0.0,227.8509671256188,0,1.0,0,0,14511.0
000279,nGeno,https://www.crunchbase.com/organization/ngeno,19.9368564,50.0619474,"Kraków, Malopolskie, Poland",Poland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,5.0,1.0,0.0,0,1.0,0,0,28883.0
000280,META,https://www.crunchbase.com/organization/meta-52cf,4.351697,50.8465573,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Belgium,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,3.0,0.0,1242.1539719366308,0,1.0,0,0,43164.0
000281,Space Bridge,https://www.crunchbase.com/organization/space-bridge,22.5701022,51.250559,"Lublin, Lubelskie, Poland",Poland,False,False,False,False,False,True,False,True,False,1.0,1.0,1.0,2.0,1.0,45.490845262138585,0,1.0,0,0,51061.0
000282,Green Ventures,https://www.crunchbase.com/organization/green-ventures,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,4.0,0.0,308.2746062746048,0,1.0,0,0,51429.0
000283,Impera Alfa,https://www.crunchbase.com/organization/impera-alfa,19.0215852,50.2598987,"Katowice, Slaskie, Poland",Poland,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,6.0,0.0,259.16421899577966,1,1.0,0,0,54855.0
000284,Black Swan,https://www.crunchbase.com/organization/black-swan,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,2.0,1.0,0.0,1,1.0,0,0,58901.0
000285,GTTechnologies,https://www.crunchbase.com/organization/gttechnologies,16.9686781,51.0392894,"Bielany Wroclawskie, Dolnoslaskie, Poland",Poland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,1.0,1.0,8.94617850241108,0,1.0,0,0,72821.0
000286,Brave Venture Capital,https://www.crunchbase.com/organization/brave-venture-capital,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,4.0,0.0,377.369299758715,0,1.0,0,0,82527.0
000287,Ventures21,https://www.crunchbase.com/organization/ventures21,17.0326689,51.1089776,"Wroclaw, Dolnoslaskie, Poland",Poland,False,False,False,False,False,True,False,True,False,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0,0,96078.0
000289,Peleton,https://www.crunchbase.com/organization/peleton,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,5.0,1.0,0.0,1,1.0,0,0,108115.0
000290,Imperio,https://www.crunchbase.com/organization/imperio,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,1.0,0.0,252.56392777356123,0,1.0,0,0,111860.0
000292,Street Smart capital,https://www.crunchbase.com/organization/street-smart-capital,24.9413548,60.1717794,"Helsinki, Southern Finland, Finland",Finland,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,2.0,0.0,915.3905848026719,1,1.0,0,0,119252.0
000294,Ślisz-Sandecka Kozioł,https://www.crunchbase.com/organization/ślisz-sandecka-kozioł,21.0067249,52.2319581,"Warsaw, Mazowieckie, Poland",Poland,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,4.0,0.0,400.27763373885034,0,1.0,0,0,122687.0
000295,Odin Investments,https://www.crunchbase.com/organization/odin-investments,31.2118063,29.9870753,"Gîza, Al Jizah, Egypt",Egypt,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,4.0,0.0,2317.03457893245,0,1.0,0,0,139085.0
000296,Augebit FIZ,https://www.crunchbase.com/organization/augebit-fiz,19.9368564,50.0619474,"Kraków, Malopolskie, Poland",Poland,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,2.0,0.0,407.46695099220995,0,1.0,0,0,142001.0
000299,500 Global,https://www.crunchbase.com/organization/500-startups,-122.4193286,37.7792588,"San Francisco, California, United States",United States,True,True,True,False,False,False,True,False,True,120.0,19.0,104.0,43.0,0.0,8754.538095026806,99,15.0,38,38,228.0
000300,Index Ventures,https://www.crunchbase.com/organization/index-ventures,-122.4193286,37.7792588,"San Francisco, California, United States",United States,False,False,False,False,False,False,True,False,True,71.0,35.0,65.0,43.0,0.0,8729.22911546593,59,9.0,38,38,123.0
000301,European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,4.351697,50.8465573,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Belgium,True,False,False,False,False,False,False,False,True,82.0,33.0,79.0,33.0,5.0,684.0795421361735,35,16.0,11,11,974.0
000302,Wayra,https://www.crunchbase.com/organization/wayra,-3.6899043,40.4237276,"Madrid, Madrid, Spain",Spain,False,False,False,True,False,False,True,False,True,292.0,13.0,217.0,47.0,53.0,894.5781639892355,223,12.0,40,40,998.0
000303,Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,-122.330062,47.6038321,"Seattle, Washington, United States",United States,False,False,False,False,False,False,False,False,False,99.0,8.0,84.0,38.0,0.0,7883.708695522366,65,11.0,24,24,1861.0
000304,LocalGlobe,https://www.crunchbase.com/organization/localglobe,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,True,False,False,False,True,True,True,178.0,93.0,156.0,46.0,126.0,185.23074796304988,146,13.0,92,92,113.0
000305,Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,114.1302863,22.2606968,"Cyberport, Hong Kong Island, Hong Kong",Hong Kong,False,False,False,False,True,False,False,False,False,16.0,4.0,15.0,21.0,0.0,9559.26785677514,9,6.0,0,0,2846.0
000306,AltaIR Capital,https://www.crunchbase.com/organization/altair,-122.4193286,37.7792588,"San Francisco, California, United States",United States,False,False,False,False,True,False,False,False,True,19.0,3.0,17.0,28.0,0.0,8922.284505581363,13,8.0,7,7,1243.0
000307,Seedrs,https://www.crunchbase.com/organization/seedrs,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,False,True,False,162.0,115.0,126.0,47.0,123.0,130.95261149980448,119,11.0,19,19,3470.0
000308,Eleven Ventures,https://www.crunchbase.com/organization/eleven,23.3011089,42.6792938,"Sofia, Grad Sofiya, Bulgaria",Bulgaria,False,False,False,False,True,False,False,False,False,41.0,16.0,29.0,34.0,0.0,1713.3758096389756,28,10.0,6,6,3927.0
000309,NXTP Ventures,https://www.crunchbase.com/organization/NXTP-Ventures,-58.7757909,-30.9467944,"Buenos Aires, Distrito Federal, Argentina",Argentina,False,False,False,False,False,False,False,False,False,8.0,0.0,7.0,15.0,0.0,10229.649623950823,4,3.0,0,0,2356.0
000310,TSVC,https://www.crunchbase.com/organization/tsvcap,-122.116578,37.3790629,"Los Altos, California, United States",United States,False,False,True,False,False,False,False,False,False,2.0,0.0,2.0,8.0,0.0,9560.585764115323,1,2.0,1,1,10528.0
000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,4.8924534,52.3730796,"Amsterdam, Noord-Holland, The Netherlands",The Netherlands,True,False,False,False,True,False,False,False,True,157.0,22.0,142.0,43.0,100.0,310.104161861069,109,16.0,13,13,1082.0
000312,EQT Ventures,https://www.crunchbase.com/organization/eqtventures,18.0710935,59.3251172,"Stockholm, Stockholms Lan, Sweden",Sweden,False,False,False,False,False,False,False,True,True,32.0,26.0,28.0,28.0,0.0,1208.586739343987,21,9.0,6,6,64.0
000313,Wing Venture Capital,https://www.crunchbase.com/organization/wing-venture-capital,-122.1598465,37.4443293,"Palo Alto, California, United States",United States,False,False,False,False,False,False,True,True,True,2.0,2.0,2.0,5.0,0.0,9016.066990650565,2,2.0,0,0,160.0
000314,LAUNCHub Ventures,https://www.crunchbase.com/organization/launchub,23.3011089,42.6792938,"Sofia, Grad Sofiya, Bulgaria",Bulgaria,False,False,False,False,False,False,True,False,True,27.0,8.0,20.0,26.0,0.0,1855.9371195275332,23,5.0,6,6,436.0
000315,Big Idea Ventures,https://www.crunchbase.com/organization/big-idea-ventures,-74.0060152,40.7127281,"New York, New York, United States",United States,True,False,True,False,False,False,False,False,False,30.0,13.0,26.0,15.0,0.0,5986.156087778293,11,9.0,3,3,2718.0
000316,ZBS CAPITAL,https://www.crunchbase.com/organization/zbs-capital,30.5271623,50.4485578,"Kyiv, Kyyiv, Ukraine",Ukraine,False,False,False,False,True,False,True,False,False,2.0,0.0,2.0,2.0,0.0,1808.8203741907846,2,2.0,0,0,11589.0
000317,Alpha JWC Ventures,https://www.crunchbase.com/organization/alpha-jwc-ventures,106.8357505,-6.1516904,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,False,False,False,False,True,False,True,False,False,1.0,0.0,1.0,4.0,0.0,10701.900740390682,1,1.0,0,0,1582.0
000318,Hashkey Exchange,https://www.crunchbase.com/organization/hashkey,114.1579857,22.2847214,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,2.0,0.0,7855.83830285182,1,1.0,1,1,8325.0
000319,Airbus Ventures,https://www.crunchbase.com/organization/airbus-ventures,-122.177992,37.4519671,"Menlo Park, California, United States",United States,False,False,False,False,True,False,False,True,True,4.0,3.0,4.0,10.0,0.0,9162.312680785548,1,3.0,2,2,645.0
000320,Initial Capital,https://www.crunchbase.com/organization/initial-capital,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,True,False,False,34.0,8.0,26.0,26.0,22.0,558.1326571043564,31,5.0,11,11,59573.0
000321,Wave Digital Assets,https://www.crunchbase.com/organization/wave-digital-assets,-118.242766,34.0536909,"Los Angeles, California, United States",United States,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,1.0,0.0,8566.532770834412,0,1.0,0,0,11564.0
000322,Bek Ventures,https://www.crunchbase.com/organization/bek-ventures,6.1342493,49.5999681,"Luxembourg, Luxembourg, Luxembourg",Luxembourg,False,False,False,False,False,False,True,True,True,8.0,5.0,5.0,6.0,0.0,791.2917837052827,7,3.0,3,3,995.0
000323,42CAP,https://www.crunchbase.com/organization/42cap,11.5753822,48.1371079,"Munich, Bayern, Germany",Germany,False,False,True,False,False,False,False,False,False,37.0,15.0,33.0,23.0,3.0,533.0843117293164,22,9.0,13,13,4480.0
000324,Illuminate Financial,https://www.crunchbase.com/organization/illuminate-financial,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,True,False,True,True,True,11.0,8.0,9.0,14.0,9.0,125.36534312749608,10,3.0,8,8,265.0
